Date,CAFCA,CBZ,RIO ZIM,DAIRIBORD,DELTA,ECONET,FIDELITY,INNSCOR,TURNALL,MEIK
2021-12-09,170,66.86,45,37.55,178.27,82.08,14.06,185.03,4.05,121.95
2021-12-10,170,67.04,45,37.55,166.17,82,14.06,185.21,4.25,125
2021-12-13,170,70.08,45,36.01,163.75,83.34,14.06,186.02,4.25,122.32
2021-12-14,170,71,45,38,165.62,85,14.06,195.54,4.97,122.29
2021-12-15,170,71.5,45,37,172.15,86.45,11.35,202.36,4.92,120.6
2021-12-16,170,78.5,45,35.02,188.62,94.4,11.35,207.3,4.95,122.04
2021-12-17,170,78.99,45,37.6,187.83,97.98,11.4,209.04,4.98,120.19
2021-12-20,170,80,44,35.08,187.65,99.97,12,209.19,4.98,119.94
2021-12-21,170,81.23,44,35,192.4,100.02,11.33,210.59,5.5,125
2021-12-22,170,82.97,43.73,35,192.53,100.15,11.33,219.18,5,125
2021-12-23,170,84.44,43.73,35,195.12,100.33,11.35,222.06,5,125
2021-12-27,170,86.54,43.73,35,200.35,105.25,11.35,226.62,5,123.64
2021-12-28,170,86,43.73,35,202.55,105.2,11.35,227.39,5,124
2021-12-29,170,86.02,44,30,205.7,106.4,11.4,229.73,5,125.05
2021-12-30,170,86.05,44,30,210.44,110.52,11.4,237.41,5,125.51
2021-12-31,170,89.89,46,34.98,220.38,112.08,11.5,245.26,5.02,127.99
2022-01-03,170,94,46,34.44,232.81,119.31,11.5,251.33,5,140.05
2022-01-04,170,92.13,46,34.97,222.78,122.53,11.5,262.71,5,140
2022-01-05,170,86.03,46,34.97,225.1,126.44,11.5,253.43,5,140
2022-01-06,170,90.05,46,35,226.35,130.25,11,264.78,5,140.49
2022-01-07,170,90.6,50,34.36,231.43,133.68,11,266.44,5.19,141
2022-01-10,170,92.98,50,35,235.71,139.98,11,267.51,5.19,141
2022-01-11,170,90.71,50,35,234.57,142.19,11,267.5,5.19,141
2022-01-12,170,90.57,50,33.24,233.35,138.76,11,267.54,5.19,141.01
2022-01-13,170,88.9,50,34.15,230.03,139.79,11,267.5,5.11,141
2022-01-14,170,90,51.06,33.82,229.99,139.83,11,267.78,5.3,139.04
2022-01-18,170,93.17,52,34.5,230.06,136.46,11,268,5.3,139.02
2022-01-19,170,92.92,51.97,34.5,231.97,138.51,10.7,285.4,5.1,139
2022-01-20,170,91.67,51.97,34.5,231.56,138.67,10.7,280.49,5,138.97
2022-01-21,170,90,51.97,34.55,230.75,138.79,10.7,279.81,5,138.96
2022-01-24,170,89.98,51.97,34.89,230.27,138.38,10.7,279.95,5,139
2022-01-25,170,89.99,51.97,34.82,228.43,137.25,10.7,279.95,5,139.04
2022-01-26,170,88.9,51.97,35.97,221.9,138.47,10.7,278.79,5.05,139
2022-01-27,170,89.06,52,35.95,220.37,134.63,10.7,276.33,5,138.51
2022-01-28,170,89.32,52,35.88,224.01,133.69,10.7,278.58,5,140.92
2022-01-31,170,89.52,52,35.88,221.33,132.86,10.7,278.47,4.8,140.09
2022-02-01,170,89.81,52,36,210.21,132.45,10.7,278.39,4.8,140
2022-02-02,170,89.5,52,35,210.2,128.63,10.7,271.77,5,139.44
2022-02-03,170,85,52,34,210.09,120.43,10.7,270.33,5,139.44
2022-02-04,170,85,52,34,220.24,129.19,10.7,271.83,5,139.68
2022-02-07,170,85,52,34,227.17,135.09,12,292.9,5,140
2022-02-08,170,86.4,62,34,243.46,141.01,12,310.28,5,140
2022-02-09,170,86.04,64.93,34,248.86,142.16,12,330.06,4.8,140.11
2022-02-10,170,85,62,33.5,247.61,142.44,13,308.28,5,145
2022-02-11,170,85,62,34.12,246.4,141.29,13,305.24,5,144.74
2022-02-14,170,85.02,62,36,245.14,140.7,13,305.1,5,144.7
2022-02-15,170,94,62,35.47,245.01,139.95,13,306.03,5,144.7
2022-02-16,170,90.33,62,36,244.39,139.81,13,306.38,4.6,138.53
2022-02-17,180,93.78,62,36,241.97,139.3,13,306.43,4.8,139.99
2022-02-18,215,90.69,55,36,240.92,138.24,13,307.49,4.8,140.77
2022-02-22,215,90.06,55,36,241.7,137.74,13,306.09,5.5,140.38
2022-02-23,250,90.02,66,34.57,240.3,137.53,13,306.56,5.5,139.95
2022-02-24,250,90,66,34.75,240.41,136.37,13,310.2,6,135.05
2022-02-25,250,90,72,34,241.71,136.39,13,311.59,7.1,134.5
2022-02-28,250,88,72,35.1,244.21,138.11,13,313.45,7.1,135.02
2022-03-01,250,89.01,73.64,35.04,265.25,144.57,13,321.03,7.64,137.52
2022-03-02,250,90.01,73.64,35.04,280.99,150.08,13,325.1,8,137.52
2022-03-03,250,95.78,75,39.64,304.91,178.63,15.6,352.24,7.02,139.97
2022-03-04,250,111.24,75.91,39.98,320.02,204.98,15.6,387.8,7.2,154.4
2022-03-07,250,133.24,75.91,39.53,353.09,205.05,17.18,407.97,7.48,160.02
2022-03-08,250,129.99,75.91,44.31,353.29,217.8,17.2,411.78,8,160.1
2022-03-09,250,130,75.91,48,359.95,224,17.2,424.34,7,191.38
2022-03-10,260,129.69,91.05,46.93,359.9,228.51,17.2,432.71,7,210.94
2022-03-11,260,140.22,109.25,49.55,376.71,237.37,17.2,500.43,7.23,224.13
2022-03-14,260,149.55,118.69,50.56,390.31,276.34,17.2,509.89,7.49,268
2022-03-15,260,150.68,142.4,51.65,458.04,329.03,20.6,596.33,7.2,269.92
2022-03-16,260,164,169.6,51.98,459.07,331.71,21,613.96,7.5,271.74
2022-03-17,260,155.29,168,51.98,451.9,329.44,21.59,592.85,7.5,274.94
2022-03-18,260,167.13,168,51.67,442.21,281.93,21,619.89,7.4,274.94
2022-03-21,260,166.5,150,51.04,399.98,279.9,21,609.33,7.4,244.98
2022-03-22,260,163.97,150,55,405.11,293.3,21,609.92,7,240.14
2022-03-23,260,163,150,55,401.74,289.24,21,608.39,7,240.28
2022-03-24,260,157.05,150,55,397.64,275.96,21,604.61,7.32,240.05
2022-03-25,260,142.77,150,55,395.16,260.4,21,595.68,7.63,240
2022-03-28,260,143,150,50.01,383.3,246.14,18,590.2,7.63,240
2022-03-29,260,143,150,50.01,355.02,220.33,18.5,546.47,6.5,240
2022-03-30,260,130,127.5,50,315.96,198.95,20,490.68,6,196.43
2022-03-31,260,123.14,127.5,50,312.78,195.28,20,486,6,190.08
2022-04-01,260,120.06,129,52.1,311.82,184.97,20,483.72,6.42,180
2022-04-04,260,115,111.26,52.16,311.44,184.95,20,460.68,5.56,178
2022-04-05,260,110.09,111.26,53,309.35,183.38,20,450.04,4.81,178
2022-04-06,260,112.82,110,50.03,309.17,183.98,20,450,4.3,188
2022-04-07,260,112,110,50,310.35,184.92,20,449.96,4.3,188
2022-04-08,260,111.93,110,50,310.05,184.88,20,450,4.3,176
2022-04-11,260,115,110,50,310.69,184.22,20,449.03,4.31,170.05
2022-04-12,260,115,110,50,319.69,184.78,20,449.52,4.31,170
2022-04-13,260,115,110,49.96,346.86,207.61,20,472.67,4,170
2022-04-14,260,114.75,110,50,389.99,238.42,20,525.53,4,170
2022-04-18,260,115,110,50,396.26,240.41,20,525.52,4,172
2022-04-19,260,115.1,110,57,400,239.25,20,525.53,4,172
2022-04-20,260,115.1,110,57,400.15,237.13,20,525.55,4,171
2022-04-21,260,119.93,110,57,404.81,235.25,20,525.52,4,172
2022-04-22,260,119.93,110,57,407.19,234.85,20,525.52,4,170.12
2022-04-25,260,115,110,57,407.23,234.82,20,525.44,4,163.94
2022-04-26,260,115,110,57,400.13,234.6,20,525.36,4.1,170
2022-04-27,260,115.08,110,57,399.15,232.9,20,524.85,4.1,170
2022-04-28,260,115.01,110,57,399.03,232.03,20,520.55,4.1,167.83
2022-04-29,260,115,110,58,398,229.03,20,519.88,4.11,163.44
2022-05-02,260,117.5,110,58,386.24,226.57,22.6,518.12,4.11,160.01
2022-05-03,260,115,113.33,57.05,381.34,207.16,22,514.41,4.11,160
2022-05-04,260,114.37,113.33,56.8,374.34,200.37,22,509.87,4.11,160.39
2022-05-05,260,117.15,110,56.8,375.22,197.56,21.95,506.88,4.01,160.14
2022-05-06,260,123.51,96.35,50,374.87,190.08,21.95,477.81,4.01,160
2022-05-09,260,125,96.35,50.5,374.75,188.29,21.95,475.53,4.01,159.95
2022-05-10,260,127.74,110,45,363.02,181.17,21.95,469.65,4.01,159.95
2022-05-11,260,143,110,50,359.41,180.8,22,434.39,4.01,159.01
2022-05-12,260,163.94,110,50,359.3,180.91,22,435.04,4.57,159
2022-05-13,260,186.89,110,49.09,359.1,179.91,22,434.37,4.57,136.78
2022-05-16,260,171.14,110,41.75,351.58,174.4,22,416.57,5.12,136.13
2022-05-17,260,169,110,35.7,340.99,160.97,22,400.32,4.57,135.13
2022-05-18,260,164.95,110,30.35,332.7,165.76,22,397.42,5,132.88
2022-05-19,260,142.59,110,28.25,326.59,167.97,22,391.19,4.55,132.8
2022-05-20,260,143.65,110,26.08,319.83,157.73,22,376.69,4.72,127
2022-05-23,260,132.1,110,25,313.17,149.45,22,374.17,4.7,120
2022-05-24,260,140,110,22.98,304.53,137.61,22,355.82,5.4,120.02
2022-05-25,260,137.21,110,23,280.53,130.26,22,340.03,5.41,120.02
2022-05-26,260,133,110,25,299.13,130.12,22,320.1,4.7,120.02
2022-05-27,260,132.78,110,25.05,296.02,120.43,22,320.31,4.44,120
2022-05-31,260,130.46,110,25.05,281.25,115.62,22,320.76,4.44,102.55
2022-06-01,260,135,110,25.05,281.59,119.04,22,324.05,4,105
2022-06-02,260,132,110,25.05,279.79,122,22,322,4,105
2022-06-03,260,134,110,25.05,269.6,123.06,22,319.96,4,105.05
2022-06-06,221,130,110,25.05,270.2,123.04,22,313.53,4.2,105
2022-06-07,221,132.32,110,25.05,266.94,122.96,22,300.09,4.2,105
2022-06-08,221,130.03,112,28,263.04,126.29,22,297.43,4.81,100.05
2022-06-09,221,132,112,27.6,269.93,135.99,22,299.09,4.81,106.47
2022-06-10,221,134.96,112,28.28,270.57,151.22,22,299.99,4.09,105.42
2022-06-13,221,135,110,28.4,269.35,159.62,22,299.02,4.1,105.5
2022-06-14,221,135.19,110,28.4,269.95,159.23,22,299.19,4.1,106.08
2022-06-15,221,135,110.05,32.65,265.3,157.87,22,299.06,4.7,107
2022-06-16,221,135,110,30.34,264.77,157.29,22,299.96,4.57,107
2022-06-17,221,135,110,32.58,259.19,169.87,22,298.78,4.62,108.05
2022-06-21,235.5,135,108,34,241.86,169.65,22,297.09,4.69,108.1
2022-06-22,235.5,132,93.5,30,228.95,150,22,295,4.69,108.5
2022-06-23,235.5,132.02,94,30,222.41,164.45,22,292.49,4.57,109
2022-06-24,235.5,132.02,93.52,30,221,159.72,22,289.91,4.57,109
2022-06-27,235.5,130,93.52,28,219.71,159.07,22,290.35,4.57,109
2022-06-28,235.5,125,93.52,28,211.98,157.22,22,269.65,4.69,109
2022-06-29,235.5,125,93.52,28,210.04,148.17,22,269.79,4.61,105
2022-06-30,235.5,125.06,93.52,28,218.61,144.1,22,265.16,4.57,105
2022-07-01,235.5,124.99,93.52,28,220.09,136.47,22,265.3,4.57,99.83
2022-07-05,235.5,124.99,93.55,26.99,229.1,129.39,22,264.89,4,104
2022-07-06,200.2,115.33,93.55,24.33,238.55,126.08,22,261.17,4,101.29
2022-07-07,200,115.33,93.55,24.68,250.2,122.84,22,262.24,4.57,95.51
2022-07-08,200,120,93.55,24.5,255.86,123.36,22,262.87,4.57,100
2022-07-11,200,131.67,93.55,24.5,254.06,119.85,22,263.7,4.57,100
2022-07-12,200,131.7,93.55,24.5,249.36,116.96,22,267.05,4.56,93.53
2022-07-13,200,143.63,93.55,24.5,247.99,114.61,22,270.27,4.56,100
2022-07-14,200,143.63,93.55,24.5,224.01,113.76,22,271.13,4.57,100
2022-07-15,200,150,93.55,24.5,220.93,114.08,22,273.33,4.57,95.39
2022-07-18,200,150.05,85,22,221.76,109.95,22,270.33,4.57,100
2022-07-19,200,140,85,21.96,221.89,108.78,22,270,4.57,100
2022-07-20,200,156.68,85,21.95,221.19,110.62,22,270.04,4.57,100.04
2022-07-21,200,156.7,95,21.95,221.34,106.29,22,269.68,4.57,91.74
2022-07-22,200,156,95,20.8,222.62,106.44,22,270.36,4.57,100
2022-07-25,200,160,95,21.74,220.26,104.05,21,269.02,4.57,99.95
2022-07-26,200,157.73,95,19.23,203.02,97.8,21,261.77,4.57,99.95
2022-07-27,195.3,159.2,95,20,201.73,97.29,21,260.53,4.57,85.6
2022-07-28,195.3,159.2,95,20,187.85,88.09,21,236.16,4.57,85
2022-07-29,195.3,160,95,20,174.11,83.11,21,230.5,4.57,85
2022-08-01,195.3,150,95,19.48,157.12,74.73,21,226.97,4.57,85
2022-08-02,195.3,150,95,18,134.28,63.61,21,202.86,4.57,85
2022-08-03,195.3,150,95,18.45,130.68,64.54,21,196.18,4.57,85
2022-08-04,195,150,95,15.7,128.9,57.39,21,195.11,3.9,85
2022-08-05,166.05,150,95,15.67,125.03,55.32,21,166.16,3.9,85
2022-08-08,166.05,139.7,95,16.09,127.7,57.98,21,163.39,3.9,85
2022-08-09,166.05,139,81,16.61,139.21,64.94,21,162.7,3.32,77.03
2022-08-10,166.05,137.16,93,18.5,147.1,67.96,21,177.11,3.32,84.99
2022-08-11,166.05,145.8,93,18.5,169.15,78.15,24,203.65,3.32,89.68
2022-08-12,166.05,137.2,93,21.25,194.5,89.85,24,234.15,3.32,103.09
2022-08-15,166.05,137.2,93,24.4,223.65,103.3,24,269.25,3.32,118.49
2022-08-16,170,147.5,104,22.19,256.2,118.45,24,309.38,3.32,114.96
2022-08-17,170,140,104,22.19,259.33,117.73,24,308.54,3.32,114
2022-08-18,170,140,104,22.19,248.74,114.83,24,307.93,3.32,100
2022-08-19,170,137.3,104,22.96,247.4,114.97,24,305.52,3.8,100
2022-08-22,175,135.85,104,25.27,238.71,108.61,24,295.47,3.32,108.7
2022-08-23,200,130.43,115,25.27,228.32,100.05,24,298.37,3.5,105.5
2022-08-24,200,130.43,114.97,25.3,204.42,90.02,24,270.09,3.5,110
2022-08-25,200,130,114.97,25.3,181.05,84.69,24,269.63,3.5,100.01
2022-08-26,200,130,115,25.42,198.38,84.1,24,268.11,3.4,100
2022-08-29,200,130,132,25.49,205.35,85.05,24,270.62,3.4,100
2022-08-30,200,130,132,29.3,206.42,85.07,24,271.65,3.4,100
2022-08-31,200,130,132,29.3,212.52,85.18,24,272.18,3.83,99.95
2022-09-01,200,130,132,29.3,226.97,86.9,24,281.03,3.91,100
2022-09-02,200,130,130,32,224.25,89.81,24,281.74,3.91,100
2022-09-06,200,130,132,32,221.17,85.16,22,292.39,3.91,100
2022-09-07,200,130,132,32,220.12,85.38,21.97,294.68,3.91,100
2022-09-08,200,130,132,36.8,219.81,84.82,22,305.01,3.91,100
2022-09-09,200,135,132,42,222.35,84.37,22,306.4,3.91,100
2022-09-12,200,130.11,132,47.81,226.27,86.76,22,310.04,3.91,100
2022-09-13,200,130.67,132,49.72,230.19,84.63,22,310.66,3.91,100
2022-09-14,200.05,132.88,130,49.94,232.28,84.81,22,311.58,3.91,100
2022-09-15,200.05,132.88,130,49.75,233.9,85,22,320,3.91,102.67
2022-09-16,200.05,132.88,130,48,234.24,86.41,22,325.04,3.9,102.67
2022-09-19,200.05,132.9,130,48,240,87.03,24,325.51,3.91,100.31
2022-09-20,200.05,132.9,145,48,240.01,88.88,24,340.23,3.91,100.31
2022-09-21,200.05,132.9,145,48,239.94,88.77,24,340.37,3.91,100.47
2022-09-22,200.05,132.9,145,49.51,239.94,88.51,24,341.54,3.91,100.47
2022-09-23,200.05,132.9,145,49.75,239.76,86.77,24,340.45,3.91,100.4
2022-09-26,200.05,132.9,145,49.7,237.21,87.01,24,340.52,3.5,100.5
2022-09-27,200.05,132,140,49.7,236.14,85.3,24,335.36,3.91,100.5
2022-09-28,200.05,132.75,140,49.7,229.14,81.99,24,334.96,3.91,100.5
2022-09-29,200.05,130,140,49.7,213.58,81.46,24,329.08,3.91,100.5
2022-09-30,200.05,130,140,49.75,212.04,80.39,24,327.59,3.91,100
2022-10-03,200.05,130,140,49.75,200.99,75,24,321.63,3.91,100
2022-10-04,200.05,130,140,49.75,200.39,69.99,24,320.16,3.91,100
2022-10-05,200.05,120,140,47,196.14,71.98,22.4,311.66,3.91,100
2022-10-06,200.05,120,140,47,197.93,69.53,22.4,312.06,3.91,100
2022-10-07,200.05,119.55,140,47,200.36,69.27,22.4,312.06,3.91,100
2022-10-10,200.05,120,140,47,200.64,69.4,22.4,312.05,4,101
2022-10-11,200.05,120,140,47,201.3,69.62,22.6,312.19,4,100
2022-10-12,200.05,122.5,140,47,214.48,69.71,22.65,319.24,4,100
2022-10-13,200.05,122.5,140,47,217.53,69.61,22.65,321.24,4,100
2022-10-14,200.05,122.5,140,47,220.33,69.73,22.65,321.08,4,100.05
2022-10-17,200.05,122,140,45,228.24,70.75,22.65,320.5,4,100.05
2022-10-18,200.05,122,140,41.67,232.25,71.15,22.65,344.6,4,100.05
2022-10-19,200.05,122,140,39.97,235.26,72.02,22.65,345.07,4,100.05
2022-10-20,200.05,125,140,39.97,241.55,72.05,22.65,346.05,4,101.05
2022-10-21,200.05,128.05,140,40,244.22,72.63,22.65,346.98,4,101.04
2022-10-24,200.05,128.05,140,35.93,244.99,73.43,22.65,348.15,3.95,101.17
2022-10-25,200.05,124,140,35.93,245,73.74,22.65,345.8,3.95,101
2022-10-26,200.05,124,140,37.01,244.95,74.67,22.65,345.04,3.95,101
2022-10-27,200.05,123.95,140,37,244.56,74.07,22.65,344.58,3.95,101
2022-10-28,200.05,123.95,140,37,244.19,74.05,22.65,344.08,3.95,102.33
2022-10-31,200.05,123.95,140,37,245.43,78.38,22.65,344.96,3.95,102
2022-11-01,200.05,123.02,140,37,245.54,75.27,22.65,345.41,3.95,102
2022-11-02,200.05,124,140,31.45,245.15,75.04,22.65,350.04,3.95,102
2022-11-03,200.05,124,72.1,31.45,251.77,75.49,22.65,353.47,3.95,102
2022-11-04,200.05,124.02,69.11,31.45,265.36,75,22.65,363.82,3.95,102
2022-11-07,200.05,124.02,69.61,31.45,285.63,75.56,24,380.76,3.95,102
2022-11-08,200.05,124,69.61,31.5,298.25,75.29,24,437,3.95,101.03
2022-11-09,200.1,124,69.61,31.5,310.95,77.28,24,451.98,3.95,102
2022-11-10,200.1,124,69.61,31.5,338.89,80.2,24,519.11,3.95,102
2022-11-11,200.1,124,69.61,31.5,354.92,89.64,24,561.74,3.95,102
2022-11-14,200.1,124,71.1,31.5,359.85,84.15,24,625.06,3.95,103.93
2022-11-15,200.1,135,74.52,35,359.77,96.28,24,713.67,3.95,112
